poetry@query	让读一下沁园春雪毛泽东。	o o o o b-name i-name i-name i-name b-author i-author i-author o
message@send	给茵茵发短信	o b-name i-name o o o
video@query	要看名侦探柯南	o o b-name i-name i-name i-name i-name
video@query	电影私人定制	b-category i-category b-name i-name i-name i-name
video@query	英雄本色电影	b-name i-name i-name i-name b-category i-category
cookbook@query	啥婆豆腐的制作方法	o o b-ingredient i-ingredient o o o o o
video@query	福尔摩斯探案集	b-name i-name i-name i-name i-name i-name i-name
video@query	光阴	b-name i-name
website@open	打开百度啊	o o b-name i-name o
epg@query	chc高清的节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o
flight@query	查询今天成都到北京的航班	o o b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
epg@query	中央一套什么时候有建党伟业	b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o b-name i-name i-name i-name
cookbook@query	狗肉怎么做？	b-ingredient i-ingredient o o o o
telephone@dial	打电话给子明	o o o o b-name i-name
cookbook@query	青鱼做法视频	b-ingredient i-ingredient o o o o
match@query	国足最新赛程。	b-category i-category o o o o o
epg@query	爱笑会议室什么时候播放	b-name i-name i-name i-name i-name o o o o o o
poetry@default	朗诵诗词。	o o o o o
train@query	查询武汉到茂名的火车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
email@launch	替我打开新邮件	o o o o o o o
flight@query	明天去南昌的航班。	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o o
map@position	辽宁大连在哪里	b-location_province i-location_province b-location_city i-location_city o o o
message@send	给黄卫国发短信	o b-name i-name i-name o o o
video@query	陈真	b-name i-name
translation@translation	翻译牛	o o b-content
epg@query	非诚勿扰什么时候演啊	b-name i-name i-name i-name o o o o o o
health@query	肾积水怎么治？	b-keyword i-keyword i-keyword o o o o
health@query	。咳嗽	o b-keyword i-keyword
cookbook@query	冰激凌怎么做哦	b-dishname i-dishname i-dishname o o o o
poetry@query	江涵秋影雁初飞的下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o o o o
website@open	苏宁易购	b-name i-name i-name i-name
message@send	给德师傅发短信	o b-name i-name i-name o o o
telephone@query	查寻标兵的号码	o b-name i-name i-name o o o
epg@query	北京生活频道节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o
message@send	我要发信息给高鹤航	o o o o o o b-name i-name i-name
video@query	13年的电影	b-datetime_date i-datetime_date i-datetime_date o b-category i-category
video@query	播放特种兵之利刃出鞘	o o b-name i-name i-name i-name i-name i-name i-name i-name
cookbook@query	江苏路红薯粉怎么做好吃？	o o o b-ingredient i-ingredient i-ingredient o o o o o o
telephone@dial	给万结打电话	o b-name i-name o o o
video@query	帮我找一找龙门飞甲	o o o o o b-name i-name i-name i-name
flight@query	查询后天广州到上海的航班	o o b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
music@play	来一首钟汉良的视觉动物	o o o b-artist i-artist i-artist o b-song i-song i-song i-song
train@query	查询昆明到合肥的火车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
riddle@query	我要猜字谜不笨有答案。	o o o b-category i-category o o o o o o
cookbook@query	红烧带鱼怎么做？你？	b-dishname i-dishname i-dishname i-dishname o o o o o o
cookbook@query	意大利面。	b-dishname i-dishname i-dishname i-dishname o
epg@query	我昨天晚上的今日关注	o b-datetime_date i-datetime_date b-datetime_time i-datetime_time o b-name i-name i-name i-name
poetry@query	搜索古诗绝句。	o o o o b-name i-name o
epg@query	看看今天有什么好看的节目？	o o b-datetime_date i-datetime_date o o o o o o b-category i-category o
map@position	龙王庙在哪里	b-location_poi i-location_poi i-location_poi o o o
music@play	播放歌曲再见青春	o o o o b-song i-song i-song i-song
stock@query	招商银行港股的股价	b-name i-name i-name i-name o o o o o
poetry@query	ok好，来首李白的诗词。	o o o o o o b-author i-author o o o o
stock@query	中国石化的股票	b-name i-name i-name i-name o o o
website@open	摩尔勇士	b-name i-name i-name i-name
epg@query	cctv-12套的节目单	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o
match@query	中超赛事预告，从在哪里看呢？	b-category i-category o o b-type i-type o o o o o o o o
video@query	铁甲威虫	b-name i-name i-name i-name
video@query	看动物卡通	o b-tag i-tag i-tag i-tag
map@route	导航到奉贤	o o o b-endloc_area i-endloc_area
stock@query	截止目前银鸽投资股份的市值是多少	o o o o b-name i-name i-name i-name o o o o o o o o
health@query	如何治疗颈椎病。	o o o o b-keyword i-keyword i-keyword o
train@query	合肥到深圳的火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
cookbook@query	自演艺，羊肉怎么做？	o o o o b-ingredient i-ingredient o o o o
map@route	导航到山东省菏泽市王浩屯镇	o o o b-endloc_province i-endloc_province i-endloc_province b-endloc_city i-endloc_city i-endloc_city b-endloc_area i-endloc_area i-endloc_area i-endloc_area
lottery@number_query	买三注星期四开奖的七乐彩	o o o b-datetime_date i-datetime_date i-datetime_date o o o b-name i-name i-name
cookbook@query	帮我看一下糖醋排骨怎么烧？	o o o o o b-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	即鱼汤怎么做？	o b-dishname i-dishname o o o o
telephone@dial	打电话给陈雷	o o o o b-name i-name
translation@translation	说话的英文怎么写	b-content i-content o b-target i-target o o o
map@route	帮我找到去安徽黄山的路	o o o o o b-endloc_province i-endloc_province b-endloc_poi i-endloc_poi o o
news@play	我要听个新闻。	o o o o o o o
video@query	看上周五的爸爸我去哪儿	o b-datetime_date i-datetime_date i-datetime_date o b-name i-name i-name i-name i-name i-name
message@send	给刘志发短信	o b-name i-name o o o
music@play	播放一首倒带来听一听	o o o o b-song i-song o o o o
tvchannel@play	高淳转播2	b-name i-name i-name i-name i-name
poetry@query	念个唐诗给我听。	o o b-dynasty o o o o o
health@query	内痔怎么办？	b-keyword i-keyword o o o o
cookbook@query	番红烧肉的做法。	o b-dishname i-dishname i-dishname o o o o
video@query	叶落长安电视剧	b-name i-name i-name i-name b-category i-category i-category
health@query	甲亢怎么治疗？	b-keyword i-keyword o o o o o
cookbook@query	酸菜粉条肉的做法。	b-dishname i-dishname i-dishname i-dishname b-ingredient o o o o
message@send	传简讯给家里	o o o o b-name i-name
epg@query	收看安徽卫视节目。	o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o
telephone@dial	呼叫晚欲强	o o b-name i-name i-name
website@open	打开腾讯拍拍网	o o b-name i-name i-name i-name i-name
epg@query	明天晚上湖南卫视演什么电视剧	b-datetime_date i-datetime_date b-datetime_time i-datetime_time b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o b-category i-category i-category
message@send	发短信给叶少云晚上要不要出去玩	o o o o b-name i-name i-name b-content i-content i-content i-content i-content i-content i-content i-content
video@query	爱在旅途	b-name i-name i-name i-name
map@position	周口在哪里	b-location_city i-location_city o o o
news@play	今天温州有什么新闻。	b-datetime_date i-datetime_date b-location_city i-location_city o o o o o o
cinemas@query	搜索合肥左岸电影城。	o o b-theatre i-theatre i-theatre i-theatre i-theatre i-theatre i-theatre o
bus@query	长沙到怀化的汽车。	b-src i-src o b-dest i-dest o o o o
epg@query	北京卡酷熊出没	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-name i-name i-name
cookbook@query	如何炒花生。	o o b-dishname i-dishname i-dishname o
video@query	打开节目搜索	o o b-category i-category o o
stock@query	杰瑞股份股价	b-name i-name i-name i-name o o
train@query	从广州到南昌的火车票时刻表	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o
cookbook@query	说萝卜怎么做？	o b-ingredient i-ingredient o o o o
train@query	查询广州到贵港的火车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
lottery@number_query	帮我查一下2013年2月8日开奖的15选5中奖号码	o o o o o b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date o o o b-name i-name i-name i-name o o o o
cookbook@query	馒头怎么做吗？	b-dishname i-dishname o o o o o
video@query	下半年的电视剧	b-datetime_date i-datetime_date i-datetime_date o b-category i-category i-category
message@send	发短信给王亮说死人你在干什么呢	o o o o b-name i-name o b-content i-content i-content i-content i-content i-content i-content i-content
music@play	王菲传奇。	b-artist i-artist b-song i-song o
cookbook@query	做鱼怎么做？	o b-ingredient o o o o
poetry@query	谁为含愁独不见	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword
train@query	查寻来宾到柳州的火车	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
cookbook@query	萝卜炖排骨汤怎么做？	b-dishname i-dishname i-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	要怎么煮饭。	o o o o b-dishname o
video@query	小c我想看北京青年	o o o o o b-name i-name i-name i-name
cookbook@query	鸡煲啊！	b-dishname i-dishname o o
poetry@query	满园花菊郁金黄的下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o o o o
poetry@query	给我背一首满江红。	o o o o o b-name i-name i-name o
video@query	天才碰麻瓜	b-name i-name i-name i-name i-name
health@query	肺结核要注意些啥	b-keyword i-keyword i-keyword o o o o o
news@play	我看看现在的最新新闻是什么？	o o o b-datetime_time i-datetime_time o b-keyword i-keyword o o o o o o
map@position	帮我搜一下科大讯飞在哪	o o o o o b-location_poi i-location_poi i-location_poi i-location_poi o o
stock@query	查询东吴证券的股票	o o b-name i-name i-name i-name o o o
epg@query	现在电视台在播什么	b-datetime_time i-datetime_time o o o o o o o
email@replay_all	我想全部答复	o o o o o o
bus@query	从中山到西安的汽车。	o b-src i-src o b-dest i-dest o o o o
music@play	赵唱一首歌吧	o o o o o o
cookbook@query	酸菜鱼，怎么烧？	b-dishname i-dishname i-dishname o o o o o
cinemas@query	附近有没有电影院啊？	o o o o o o o o o o
cookbook@query	素烩汤。	b-dishname i-dishname i-dishname o
bus@query	在菏泽怎么坐去北京的车。	o b-src i-src o o o o b-dest i-dest o o o
cinemas@query	查询福建电影院的热映电影	o o b-theatre i-theatre i-theatre i-theatre i-theatre o o o o o
tvchannel@play	搜索湖南卫视直播。	o o b-name i-name i-name i-name o o o
poetry@query	来首归家。	o o b-name i-name o
news@play	最新的新闻播报一下	b-keyword i-keyword o o o o o o o
music@play	来一首歌尔勤县	o o o o o o o
novel@query	我要看唯美童话小说	o o o b-category i-category i-category i-category o o
news@play	k新闻想听新闻。	o o o o o o o o
website@open	打开科大讯飞网站	o o b-name i-name i-name i-name o o
video@query	妈妈的花样年华	b-name i-name i-name i-name i-name i-name i-name
cookbook@query	菠萝包怎么做？	b-dishname i-dishname i-dishname o o o o
message@sendcontacts	把吴琪的电话号码发给妈咪	o b-name i-name o o o o o o o b-receiver i-receiver
cookbook@query	怎样蒸排骨最好吃的。	o o b-dishname i-dishname i-dishname o o o o o
message@sendcontacts	把哥哥的电话发给殷龙	o b-name i-name o o o o o b-receiver i-receiver
tvchannel@play	吉林电视台	b-name i-name i-name i-name i-name
cookbook@query	大闸蟹的做法。	b-dishname i-dishname i-dishname o o o o
contacts@query	查找张伟军	o o b-name i-name i-name
email@replay_all	我想全部回复	o o o o o o
cookbook@query	葱烧海参怎么做	b-dishname i-dishname i-dishname i-dishname o o o
epg@query	12月9日北京卫视节目单	b-datetime_date i-datetime_date i-datetime_date i-datetime_date i-datetime_date b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o
music@play	播放音乐月亮之上的。	o o o o b-song i-song i-song i-song o o
translation@translation	床英文怎么说	b-content b-target i-target o o o
video@query	钢铁侠三	b-name i-name i-name i-name
news@play	搜索最新新闻。	o o o o o o o
app@launch	魔神战记	b-name i-name i-name i-name
translation@translation	书包用英语怎么说	b-content i-content o b-target i-target o o o
poetry@query	帮我来一首兰陵王。	o o o o o b-name i-name i-name o
poetry@query	朗读一首李白的诗呗！	o o o o b-author i-author o o o o
cookbook@query	鱼的做法	b-ingredient o o o
tvchannel@play	江苏影视台	b-name i-name i-name i-name i-name
flight@query	帮我查一下明天广州到北京的航班。	o o o o o b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
flight@query	明天温州到上海的航班。	b-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
message@send	发短信给张三说“画皮2在哪个台播出”	o o o o b-name i-name o o b-content i-content i-content i-content i-content i-content i-content i-content i-content o
cookbook@query	虾仁饭。	b-dishname i-dishname i-dishname o
map@route	飞机场怎么走	b-endloc_poi i-endloc_poi i-endloc_poi o o o
bus@query	昭通到南昌的汽车。	b-src i-src o b-dest i-dest o o o o
translation@translation	我饿用英文怎么说	b-content i-content o b-target i-target o o o
health@query	多囊肾怎么治啊？	b-keyword i-keyword i-keyword o o o o o
cookbook@query	怎么做煎饼？	o o o b-dishname i-dishname o
train@query	查询宜春到南昌的火车列车时刻表	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o o
cookbook@query	死肉怎么烧好吃？	o b-ingredient o o o o o o
map@position	查查科大讯飞在哪儿	o o b-location_poi i-location_poi i-location_poi i-location_poi o o o
train@query	安阳到郑州的火车	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
news@play	现在有什么热点新闻？	b-datetime_time i-datetime_time o o o b-category i-category o o o
video@query	苍狼	b-name i-name
video@query	古惑仔	b-name i-name i-name
music@play	放首歌听一下你好	o o o o o o o o
epg@query	帮我查查北京电视台-6上周六开始美味的想念呢	o o o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date i-datetime_date o o b-name i-name i-name i-name i-name o
cookbook@query	咖喱牛腩怎么做	b-dishname i-dishname i-dishname i-dishname o o o
music@play	我想听求佛。	o o o b-song i-song o
video@query	超级战舰电影	b-name i-name i-name i-name b-category i-category
epg@query	财经频道今天有什么节目	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date o o o o o
cookbook@query	腰花可以怎么做？	b-ingredient i-ingredient o o o o o o
cookbook@query	做面包的配方。	o b-dishname i-dishname o o o o
tvchannel@play	中央八	b-name i-name i-name
health@query	肩关节周围炎	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword
epg@query	搜索东方卫视的电视节目。	o o b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
train@query	深圳至合肥的火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
poetry@query	抽刀断水水更流的下一句是什么？	b-keyword i-keyword i-keyword i-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o o o o
cookbook@query	白面粉可以怎样做饼？	o o o o o o o o b-ingredient o
telephone@dial	打电话给王安娜	o o o o b-name i-name i-name
website@open	上山居网	o b-name i-name i-name
poetry@query	说一句，白居易的诗。	o o o o b-author i-author i-author o o o
video@query	蝎子王蝎子王	b-name i-name i-name o o o
video@query	女子特警队之火凤凰	b-name i-name i-name i-name i-name i-name i-name i-name i-name
map@route	去汽车南站怎么走	o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o
map@position	龙口西路在哪里	b-location_poi i-location_poi i-location_poi i-location_poi o o o
cookbook@query	西红柿炒鸡蛋做法。	b-dishname i-dishname i-dishname i-dishname i-dishname i-dishname o o o
cookbook@query	煲鸡汤呢	b-dishname i-dishname i-dishname o
cookbook@query	帮我搜索一下红烧排骨。	o o o o o o b-dishname i-dishname i-dishname i-dishname o
map@position	帮我查一下我所在的位置	o o o o o o o o o o o
poetry@query	所以说李白的诗。	o o o b-author i-author o o o
telephone@query	张培的电话号码是多少	b-name i-name o o o o o o o o
email@forward	我想要转发这条邮件	o o o o o o o o o
riddle@query	打一个谜语男人的腿残。	o o o b-category i-category o o o o o o
news@play	我要听昆明新闻。	o o o b-location_city i-location_city o o o
contacts@query	哦钢结构的电话是多少	b-name i-name i-name i-name o o o o o o
video@query	搜索电影晚秋	o o b-category i-category b-name i-name
map@route	帮我看一下到科大讯飞最快的是哪条路线	o o o o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o o o o o o
flight@query	上海到青岛的飞机票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
cookbook@query	基尾虾怎么做？	b-ingredient i-ingredient i-ingredient o o o o
telephone@dial	呼叫a 二小姐	o o o o b-name i-name i-name
train@query	明天去蚌埠的车票	b-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
epg@query	国防军事频道2天后播捍卫者	b-tvchannel i-tvchannel i-tvchannel i-tvchannel o o b-datetime_date i-datetime_date i-datetime_date o b-name i-name i-name
poetry@query	呦呦鹿鸣的下一句。	b-keyword i-keyword i-keyword i-keyword o b-queryfield i-queryfield i-queryfield o
map@route	到薛城区怎么走	o b-endloc_area i-endloc_area i-endloc_area o o o
telephone@dial	拨打张月华的电话	o o b-name i-name i-name o o o
stock@query	今天上证指数是几点	o o b-name i-name i-name i-name o o o
radio@launch	麻烦您可不可以帮我调频98.5扬州人民广播电台新闻台	o o o o o o o o o o o b-code i-code i-code i-code b-name i-name i-name i-name i-name i-name i-name i-name i-name i-name i-name
tvchannel@play	科教频道	b-category i-category o o
train@query	从合肥去西安的火车	o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
poetry@query	我背一下春晓。	o o o o b-name i-name o
message@send	发短信给张三我明天去北京	o o o o b-name i-name b-content i-content i-content i-content i-content i-content
video@query	死亡笔记	b-name i-name i-name i-name
news@play	看一下今天早上新闻。	o o o b-datetime_date i-datetime_date b-datetime_time i-datetime_time o o o
translation@translation	翻译芬兰	o o b-content i-content
cookbook@query	蚝油生菜的做法。	b-dishname i-dishname i-dishname i-dishname o o o o
map@route	到环都大酒店怎么走	o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o
map@route	怎么去农业银行	o o o b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi
app@launch	打开搜狐新闻	o o b-name i-name i-name i-name
message@sendcontacts	把平水相逢的手机号码发给8000	o b-name i-name i-name i-name o b-category i-category o o o o b-receiver i-receiver i-receiver i-receiver
video@query	我是说我要看一起又看流星雨	o o o o o o b-name i-name i-name i-name i-name i-name i-name
cookbook@query	做酸菜鱼。	o b-dishname i-dishname i-dishname o
cookbook@query	炒四季豆。	b-dishname i-dishname i-dishname i-dishname o
cookbook@query	如何煮牛肉饭。	o o b-dishname i-dishname i-dishname i-dishname o
poetry@default	给我念首古诗。	o o o o o o o
map@route	到太湖怎么走	o b-endloc_area i-endloc_area o o o
stock@query	真达林业的股票怎么样	b-name i-name i-name i-name o o o o o o
message@sendcontacts	把徐程的电话发给吴芳	o b-name i-name o o o o o b-receiver i-receiver
translation@translation	请翻译苹果	o o o b-content i-content
email@reply	替我回复这封邮件	o o o o o o o o
message@send	发短信给子健晚上回家吃饭	o o o o b-name i-name b-content i-content i-content i-content i-content i-content
train@query	重庆到成都的火车票多少钱	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o o o o
music@search	找一首游鸿明的音乐	o o o b-artist i-artist i-artist o o o
map@position	松江钢材城在哪里	b-location_poi i-location_poi i-location_poi i-location_poi i-location_poi o o o
contacts@create	新建联系人天天	o o o o o b-name i-name
map@route	上海到苏州	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city
video@query	爱情片	b-tag i-tag b-category
telephone@query	老马的电话是多少	b-name i-name o o o o o o
video@query	夜访吸血鬼	b-name i-name i-name i-name i-name
website@open	把我打开淘宝的网页	o o o o b-name i-name o o o
poetry@query	来一首白居易的诗了。	o o o b-author i-author i-author o o o o
poetry@query	背首杜甫的诗啊？	o o b-author i-author o o o o
epg@query	电影频道明天放什么	b-tvchannel i-tvchannel i-tvchannel i-tvchannel b-datetime_date i-datetime_date o o o
cookbook@query	猪舌头怎么做比较啊子？	b-ingredient i-ingredient i-ingredient o o o o o o o o
translation@translation	中国共产主义的英文怎么说	b-content i-content i-content i-content i-content i-content o b-target i-target o o o
epg@query	btv北京频道打狗棍	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel b-name i-name i-name
tvchannel@play	体育赛事直播	b-name i-name i-name i-name o o
telephone@dial	我给你打电话行吗	o o o o o o o o
telephone@dial	给高兴打电话	o b-name i-name o o o
poetry@query	李清照的诗。	b-author i-author i-author o o o
video@query	搜幕府风云	o b-name i-name i-name i-name
telephone@dial	打一下公司张总的电话	o o o b-category i-category b-name i-name o o o
translation@translation	乳房的英语怎么说	b-content i-content o b-target i-target o o o
map@route	查一下从上海到安徽东至县的路线	o o o o b-startloc_city i-startloc_city o b-endloc_province i-endloc_province b-endloc_area i-endloc_area i-endloc_area o o o
cinemas@query	最近有什么影片？	o o o o o o o o
telephone@dial	呼叫广岁	o o b-name i-name
cookbook@query	赵包子怎么做的，你？	o b-dishname i-dishname o o o o o o o
video@query	我想看张艺谋导演的电影	o o o b-artist i-artist i-artist b-artistrole i-artistrole o b-category i-category
translation@translation	时间的英文怎么讲	b-content i-content o b-target i-target o o o
cookbook@query	凉菜是怎么做的？	b-keyword i-keyword o o o o o o
poetry@query	给我来首绝句。	o o o o b-name i-name o
tvchannel@play	cctv6电影高清	b-name i-name i-name i-name i-name i-name i-name b-resolution i-resolution
stock@query	查询一汽轿车股票	o o b-name i-name i-name i-name o o
cookbook@query	红豆沙怎么做？	b-dishname i-dishname i-dishname o o o o
cookbook@query	川崎玫瑰的制作方法	o o b-ingredient i-ingredient o o o o o
message@send	给岚岚发短信	o b-name i-name o o o
poetry@query	搜索一下白居易的诗。	o o o o b-author i-author i-author o o o
telephone@dial	打电话给郑艺红	o o o o b-name i-name i-name
map@position	昆山大润发在哪里	b-location_area i-location_area b-location_poi i-location_poi i-location_poi o o o
train@query	去南昌的火车	o b-endloc_city i-endloc_city o o o
train@query	查下温州到杭州的火车票	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
news@play	今天有什么军事新闻	b-datetime_date i-datetime_date o o o b-category i-category o o
bus@query	上海到合肥怎么坐汽车？	b-src i-src o b-dest i-dest o o o o o o
flight@query	有没有下周二到贵阳的航班	o o o b-startdate_date i-startdate_date i-startdate_date o b-endloc_city i-endloc_city o o o
translation@translation	翻译秋天	o o b-content i-content
novel@query	我要看魔法神话小说	o o o b-category i-category i-category i-category o o
stock@query	查询东方集团的股票	o o b-name i-name i-name i-name o o o
lottery@number_query	查看大乐透玩法的开奖	o o b-name i-name i-name o o o o o
translation@translation	香蕉用英语怎么讲	b-content i-content o b-target i-target o o o
email@reply	我要回复这个邮件	o o o o o o o o
tvchannel@play	在线观看中央七套	o o o o b-name i-name i-name i-name
tvchannel@play	btvkaku少儿	b-name i-name i-name i-name i-name i-name i-name i-name i-name
novel@query	玄幻小说 幻神	b-category i-category o o o b-name i-name
novel@query	我要看校园小说致我们终将逝去的青春	o o o b-category i-category o o b-name i-name i-name i-name i-name i-name i-name i-name i-name i-name
translation@translation	内裤用英语怎么说	b-content i-content o b-target i-target o o o
cookbook@query	清蒸鱼怎么做？吴？	b-dishname i-dishname i-dishname o o o o o o
tvchannel@play	找河南卫视	o b-name i-name i-name i-name
cookbook@query	辣酸菜鱼怎么做了。	b-dishname i-dishname i-dishname b-ingredient o o o o o
cookbook@query	米粉怎么炒？	b-ingredient i-ingredient o o o o
poetry@query	读一首唐诗。	o o o b-dynasty o o
train@query	北京到上海的火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o o
novel@query	有什么好看的校园小说	o o o b-popularity i-popularity o b-category i-category o o
app@launch	正韵打开相机	o o o o b-name i-name
flight@query	四月二十日合肥到深圳的航班	b-startdate_date i-startdate_date i-startdate_date i-startdate_date i-startdate_date b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
cinemas@query	我想知道环球影视明天播放什么电影	o o o o o o o o b-datetime_date i-datetime_date o o o o o o
bus@query	济宁到潍坊的，车。	b-src i-src o b-dest i-dest o o o o
music@play	播放眼色	o o b-song i-song
health@query	前列腺炎该怎么治？	b-keyword i-keyword i-keyword i-keyword o o o o o
video@query	小破孩动画片	b-name i-name i-name b-tag i-tag b-category
riddle@query	我要猜一个字谜。	o o o o o b-category i-category o
cinemas@query	最近有什么新上映的电影啊？	o o o o o o o o o o o o o
poetry@query	朗读游子吟。	o o b-name i-name i-name o
website@open	赶集网	b-name i-name i-name
cookbook@query	炝拌土豆丝。	b-dishname i-dishname i-dishname i-dishname i-dishname o
message@send	给杨李鹏发短信	o b-name i-name i-name o o o
video@query	动画片	b-tag i-tag b-category
telephone@dial	给张宁打电话	o b-name i-name o o o
tvchannel@play	女性时尚	b-name i-name i-name i-name
translation@translation	大家今天心情如何用英语怎么说	b-content i-content i-content i-content i-content i-content i-content i-content o b-target i-target o o o
cookbook@query	油焖大虾怎么做	b-dishname i-dishname i-dishname i-dishname o o o
cookbook@query	灌汤小笼包怎样做。	b-dishname i-dishname i-dishname i-dishname i-dishname o o o o
cookbook@query	排骨怎么弄才好吃？	b-ingredient i-ingredient o o o o o o o
stock@query	查一查同方股份的股票	o o o b-name i-name i-name i-name o o o
match@query	广州恒大的赛程。	b-name i-name i-name i-name o o o o
tvchannel@play	打开浦口生活资讯频道	o o b-name i-name i-name i-name i-name i-name o o
tvchannel@play	我要看云南二台	o o o b-name i-name i-name i-name
telephone@dial	打电话给贾青子	o o o o b-name i-name i-name
app@launch	我想上qq	o o o b-name i-name
cinemas@query	最近有什么好看电影了？	o o o o o o o o o o o
flight@query	从从合肥到北京的航班	o o b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
match@query	上海申花的赛程。	b-name i-name i-name i-name o o o o
cookbook@query	做蛋挞怎么做	o b-dishname i-dishname o o o
music@play	唱一首两只蝴蝶。	o o o b-song i-song i-song i-song o
train@query	查查一下连江到湛江的火车票	o o o o b-startloc_area i-startloc_area o b-endloc_city i-endloc_city o o o o
cookbook@query	田螺怎么炒啊？	b-ingredient i-ingredient o o o o o
music@play	我想听想唱就唱	o o o b-song i-song i-song i-song
map@route	导航到江门	o o o b-endloc_city i-endloc_city
website@open	上美空网	o b-name i-name i-name
cookbook@query	甜酒怎么做？	b-ingredient i-ingredient o o o o
cookbook@query	昌鱼的做法	b-ingredient i-ingredient o o o
cookbook@query	怎么样煮方便面。	o o o b-dishname i-dishname i-dishname i-dishname o
map@route	薛山西路怎么走	b-endloc_poi i-endloc_poi i-endloc_poi i-endloc_poi o o o
health@query	沙眼。	b-keyword i-keyword o
lottery@number_query	大乐透的开奖情况	b-name i-name i-name o o o o o
weather@query	今天温度是多少	b-datetime_date i-datetime_date b-subfocus i-subfocus o o o
train@query	十堰至武汉火车票	b-startloc_city i-startloc_city o b-endloc_city i-endloc_city o o o
app@launch	有道词典	b-name i-name i-name i-name
website@open	中国新华网打开	o o b-name i-name i-name o o
poetry@query	给我念首春晓。	o o o o b-name i-name o
video@query	风车第十五集	b-name i-name b-episode i-episode i-episode i-episode
cookbook@query	恒宇乐活鱼怎么做的好吃的回复哦，你。	o o o b-ingredient i-ingredient o o o o o o o o o o o o o
bus@query	从温州到西安的汽车。	o b-src i-src o b-dest i-dest o o o o
telephone@dial	呼叫鹏鹏	o o b-name i-name
music@play	我想听忐忑这首歌打	o o o b-song i-song o o o o
poetry@default	读句诗来听听。	o o o o o o o
video@query	蓝猫龙骑团	b-name i-name i-name i-name i-name
epg@query	中央一一台有什么节目吗	b-tvchannel i-tvchannel i-tvchannel i-tvchannel i-tvchannel o o o o o o
